av_id,glottocode,iso639p3,name,parent_av_id,family,macroarea,latitude,longitude,in_glottolog,notes
afa-judeo-yemeni-arabic,jude1267,jye,Judeo-Yemeni Arabic,,Afro-Asiatic,Eurasia,15.0,45.0,true,
afa-kabalai,kaba1292,kvf,Kabalai,,Afro-Asiatic,Africa,9.38373,16.2821,true,
afa-kabyle,kaby1243,kab,Kabyle,,Afro-Asiatic,Africa,36.4103,4.76137,true,
afa-kajakse,kaja1254,ckq,Kajakse,,Afro-Asiatic,Africa,12.2492,20.879,true,
afa-kambaata,kamb1316,ktb,Kambaata,,Afro-Asiatic,Africa,7.37582,37.9088,true,
afa-kamwe,kamw1239,hig,Kamwe,,Afro-Asiatic,Africa,10.646,13.5136,true,
afa-karekare,kare1348,kai,Karekare,,Afro-Asiatic,Africa,12.5176,10.8732,true,
afa-kariya,kari1316,kil,Kariya,,Afro-Asiatic,Africa,11.0119,9.63992,true,
afa-kera,kera1255,ker,Kera,,Afro-Asiatic,Africa,9.88165,15.1419,true,
afa-kilba-south-margi,kilb1234,,Kilba-South Margi,,Afro-Asiatic,,,,false,
afa-kir-balar,kirb1236,kkr,Kir-Balar,,Afro-Asiatic,Africa,10.1456,9.77003,true,
afa-kirya-konzel,kiry1234,fkk,Kirya-Konzel,,Afro-Asiatic,Africa,10.48,13.36,true,
afa-kistane,kist1241,gru,Kistane,,Afro-Asiatic,Africa,8.33561,38.4763,true,
afa-koenoem,koen1239,kcs,Koenoem,,Afro-Asiatic,Africa,9.01129,9.46622,true,
afa-konso,kons1243,kxc,Konso,,Afro-Asiatic,Africa,5.39111,37.53,true,
afa-koy-sanjaq-jewish-neo-aramaic,koys1242,kqd,Koy Sanjaq Jewish Neo-Aramaic,,Afro-Asiatic,Eurasia,36.0451,44.6365,true,
afa-kulere,kule1247,kul,Kulere,,Afro-Asiatic,Africa,9.18,8.85,true,
afa-kushi,kush1236,kuh,Kushi,,Afro-Asiatic,Africa,9.40731,10.9396,true,
afa-kw-adza,kwad1248,wka,Kw'adza,,Afro-Asiatic,Africa,-4.00743,35.1828,true,
afa-kwaami,kwaa1269,ksq,Kwaami,,Afro-Asiatic,Africa,10.4141,11.0192,true,
afa-lagwan,lagw1237,kot,Lagwan,,Afro-Asiatic,Africa,11.5592,14.9884,true,
afa-lamang,lama1288,hia,Lamang,,Afro-Asiatic,Africa,11.0243,13.7362,true,
afa-lele-chad,lele1276,lln,Lele (Chad),,Afro-Asiatic,Africa,9.158,15.81149,true,
afa-levantine-arabic,nort3139,apc,Levantine Arabic,,Afro-Asiatic,Eurasia,34.1709,36.0468,true,
afa-libido,libi1250,liq,Libido,,Afro-Asiatic,Africa,8.09761,38.4997,true,
afa-libyan-arabic,liby1240,ayl,Libyan Arabic,,Afro-Asiatic,Africa,22.0032,15.0014,true,
afa-lishana-deni,lish1247,lsd,Lishana Deni,,Afro-Asiatic,Eurasia,31.7745,35.2225,true,
afa-lishanid-noshan,lish1245,aij,Lishanid Noshan,,Afro-Asiatic,Eurasia,36.213298,44.065281,true,
afa-maaka,maak1236,mew,Maaka,,Afro-Asiatic,Africa,11.5007,11.9035,true,
afa-maay,maay1238,ymm,Maay,,Afro-Asiatic,Africa,3.22288,43.6182,true,
afa-mabire,mabi1242,muj,Mabire,,Afro-Asiatic,Africa,11.698,18.6282,true,
afa-mada-cameroon,mada1293,mxu,Mada (Cameroon),,Afro-Asiatic,Africa,10.8806,14.1142,true,
afa-mafa,mafa1239,maf,Mafa,,Afro-Asiatic,Africa,10.943,13.8181,true,
afa-majera,maje1243,xmj,Majera,,Afro-Asiatic,Africa,11.1433,15.044,true,
afa-malgbe,malg1250,mxf,Malgbe,,Afro-Asiatic,Africa,12.5342,14.8475,true,
afa-maltese,malt1254,mlt,Maltese,,Afro-Asiatic,Eurasia,35.8884,14.4508,true,
afa-mangas,mang1416,zns,Mangas,,Afro-Asiatic,Africa,10.0839,9.76103,true,
afa-marghi-central,marg1265,mrt,Marghi Central,,Afro-Asiatic,Africa,10.93854,13.0521,true,
afa-marghi-south,marg1266,mfm,Marghi South,,Afro-Asiatic,Africa,10.53854,12.99521,true,
afa-masana,masa1322,mcn,Masana,,Afro-Asiatic,Africa,10.0606,15.4748,true,
afa-maslam,masl1241,msv,Maslam,,Afro-Asiatic,Africa,12.1918,14.8873,true,
afa-masmaje,masm1239,mes,Masmaje,,Afro-Asiatic,Africa,13.076,19.2769,true,
afa-matal,mata1306,mfh,Matal,,Afro-Asiatic,Africa,10.9284,14.0474,true,
afa-mawa-chad,mawa1270,mcw,Mawa (Chad),,Afro-Asiatic,Africa,11.7461,18.2999,true,
afa-mazagway,maza1304,dkx,Mazagway,,Afro-Asiatic,Africa,10.175,13.6873,true,
afa-mbara-chad,mbar1260,mpk,Mbara (Chad),,Afro-Asiatic,Africa,10.91,15.54,true,
afa-mbedam,mbed1242,xmd,Mbedam,,Afro-Asiatic,Africa,10.466,13.9322,true,
afa-mbuko,mbuk1243,mqb,Mbuko,,Afro-Asiatic,Africa,10.7788,14.1677,true,
afa-mburku,mbur1239,bbt,Mburku,,Afro-Asiatic,Africa,10.9276,9.81365,true,
afa-mefele,mefe1242,mfj,Mefele,,Afro-Asiatic,Africa,10.677,13.8201,true,
afa-mehri,mehr1241,gdq,Mehri,,Afro-Asiatic,Eurasia,16.793,52.473,true,
afa-merey,mere1246,meq,Merey,,Afro-Asiatic,Africa,10.7458,14.09,true,
afa-mesme,mesm1239,zim,Mesme,,Afro-Asiatic,Africa,9.28888,15.7018,true,
afa-mesmes,mesm1243,mys,Mesmes,,Afro-Asiatic,Africa,7.53825,37.5742,true,
afa-mesqan,mesq1240,mvz,Mesqan,,Afro-Asiatic,Africa,8.10617,38.3386,true,
afa-migaama,miga1249,mmy,Migaama,,Afro-Asiatic,Africa,12.2367,18.9614,true,
afa-miltu,milt1241,mlj,Miltu,,Afro-Asiatic,Africa,10.2347,17.4126,true,
afa-mina-cameroon,mina1276,hna,Mina (Cameroon),,Afro-Asiatic,Africa,10.38053,13.84054,true,
afa-minaean,mina1279,inm,Minaean,,Afro-Asiatic,Eurasia,16.166667,44.672778,true,
afa-mindat,mund1334,mmf,Mindat,,Afro-Asiatic,Africa,9.15151,8.76875,true,
afa-miship,mish1244,mjs,Miship,,Afro-Asiatic,Africa,9.20477,9.33752,true,
afa-miya,miya1266,mkf,Miya,,Afro-Asiatic,Africa,10.9234,9.71505,true,
afa-mlahso,mlah1239,lhs,Mlahsô,,Afro-Asiatic,Eurasia,37.0311,41.2209,true,
afa-moabite,moab1234,obm,Moabite,,Afro-Asiatic,Eurasia,31.7761,35.1725,true,
afa-modern-hebrew,hebr1245,heb,Modern Hebrew,,Afro-Asiatic,Eurasia,31.1056,35.0179,true,
afa-mofu-gudur,mofu1248,mif,Mofu-Gudur,,Afro-Asiatic,Africa,10.567,14.0314,true,
afa-moloko,molo1266,mlw,Moloko,,Afro-Asiatic,Africa,10.7933,14.2521,true,
afa-montol,mont1280,mtl,Montol,,Afro-Asiatic,Africa,9.01778,9.65014,true,
afa-moroccan-arabic,moro1292,ary,Moroccan Arabic,,Afro-Asiatic,Africa,32.5,-7.5,true,
afa-mpade,mpad1242,mpi,Mpade,,Afro-Asiatic,Africa,12.561391,14.446893,true,
afa-mser,mser1242,kqx,Mser,,Afro-Asiatic,Africa,11.9765,15.0373,true,
afa-mubi,mubi1246,mub,Mubi,,Afro-Asiatic,Africa,12.6893,19.5902,true,
afa-muher,muhe1234,,Muher,,Afro-Asiatic,Africa,8.11879,37.9891,true,
afa-mukulu,muku1242,moz,Mukulu,,Afro-Asiatic,Africa,11.8644,18.1822,true,
afa-musey,muse1242,mse,Musey,,Afro-Asiatic,Africa,9.81612,15.4115,true,
afa-musgu,musg1254,mug,Musgu,,Afro-Asiatic,Africa,10.8439,15.1065,true,
afa-muskum,musk1256,mje,Muskum,,Afro-Asiatic,Africa,11.5697,15.4113,true,
afa-muyang,muya1243,muy,Muyang,,Afro-Asiatic,Africa,10.86047,14.21246,true,
afa-mwaghavul,mwag1236,sur,Mwaghavul,,Afro-Asiatic,Africa,9.47205,8.96522,true,
afa-nafusi,nafu1238,jbn,Nafusi,,Afro-Asiatic,Africa,31.93488,11.78231,true,
afa-najdi-arabic,najd1235,ars,Najdi Arabic,,Afro-Asiatic,Eurasia,30.3371,42.1773,true,
afa-ndam,ndam1251,ndm,Ndam,,Afro-Asiatic,Africa,9.79369,17.326,true,
afa-neo-mandaic,nucl1706,mid,Neo-Mandaic,,Afro-Asiatic,Eurasia,31.3443,48.8128,true,
afa-ngamo,ngam1282,nbh,Ngamo,,Afro-Asiatic,Africa,12.0048,11.2108,true,
afa-ngas,ngas1240,anc,Ngas,,Afro-Asiatic,Africa,9.32042,9.46146,true,
afa-nggwahyi,nggw1242,ngx,Nggwahyi,,Afro-Asiatic,Africa,10.6058,12.9234,true,
afa-ngizim,ngiz1242,ngi,Ngizim,,Afro-Asiatic,Africa,12.1051,11.0178,true,
afa-north-giziga,nort3047,gis,North Giziga,,Afro-Asiatic,Africa,10.6755,14.219,true,
afa-north-mesopotamian-arabic,nort3142,ayp,North Mesopotamian Arabic,,Afro-Asiatic,Eurasia,36.2986,42.0047,true,
afa-north-mofu,nort3046,mfk,North Mofu,,Afro-Asiatic,Africa,10.6834,14.1117,true,
afa-nubi,nubi1253,kcn,Nubi,,Afro-Asiatic,Africa,-0.183215,34.7552,true,
afa-nuclear-oromo,nucl1736,,Nuclear Oromo,,Afro-Asiatic,,,,false,
afa-nyam,nyam1285,nmi,Nyam,,Afro-Asiatic,Africa,9.18024,10.83652,true,
afa-nyimatli,nyim1251,,Nyimatli,,Afro-Asiatic,Africa,11.0376,11.80953,true,
afa-nzanyi,nzan1240,nja,Nzanyi,,Afro-Asiatic,Africa,10.0666,13.3343,true,
afa-ogaden,ogad1238,,Ogaden,,Afro-Asiatic,Africa,4.778704,45.152856,true,
afa-old-aramaic-sam-alian,olda1245,oar,Old Aramaic-Sam'alian,,Afro-Asiatic,Eurasia,32.84,37.0,true,
afa-omani-arabic,oman1239,acx,Omani Arabic,,Afro-Asiatic,Eurasia,23.25,58.5,true,
afa-orma,orma1241,orc,Orma,,Afro-Asiatic,Africa,-1.79489,39.60749,true,
afa-ouargli,taga1278,oua,Ouargli,,Afro-Asiatic,Africa,31.9454,5.28444,true,
afa-pa-a,paaa1242,pqa,Pa'a,,Afro-Asiatic,Africa,11.0175,9.30091,true,
afa-pan,kofy1242,kwl,Pan,,Afro-Asiatic,Africa,8.79947,9.15279,true,
afa-parkwa,park1239,pbi,Parkwa,,Afro-Asiatic,Africa,11.0206,14.0964,true,
afa-pero,pero1241,pip,Pero,,Afro-Asiatic,Africa,9.62092,11.044,true,
afa-pesse,polc1243,pze,Pesse,,Afro-Asiatic,Africa,10.1346,9.5961,true,
afa-peve,peve1243,lme,Peve,,Afro-Asiatic,Africa,9.16111,14.441,true,
afa-phoenician,phoe1239,phn,Phoenician,,Afro-Asiatic,Eurasia,34.12,35.65,true,
afa-psikye,psik1239,kvj,Psikye,,Afro-Asiatic,Africa,10.677,13.569,true,
afa-punic,puni1241,xpu,Punic,,Afro-Asiatic,Africa,36.527295,10.356444,true,
afa-putai,puta1243,mfl,Putai,,Afro-Asiatic,Africa,10.83854,12.99521,true,
afa-qashqa-darya-arabic,uzbe1248,auz,Qashqa-Darya Arabic,,Afro-Asiatic,Eurasia,40.2612,65.3864,true,
afa-qatabanian,qata1238,xqt,Qatabanian,,Afro-Asiatic,Eurasia,14.8,45.733333,true,
afa-qimant,qima1242,ahg,Qimant,,Afro-Asiatic,Africa,12.8119,37.0542,true,
afa-rendille,rend1243,rel,Rendille,,Afro-Asiatic,Africa,2.27065,37.3608,true,
afa-ron,ronn1241,cla,Ron,,Afro-Asiatic,Africa,9.3,9.02,true,
afa-saba,saba1276,saa,Saba,,Afro-Asiatic,Africa,11.3072,18.4906,true,
afa-sabaic,saba1279,xsa,Sabaic,,Afro-Asiatic,Eurasia,15.42,45.35,true,
afa-saho,saho1246,ssy,Saho,,Afro-Asiatic,Africa,14.75,39.75,true,
afa-samaritan,sama1313,smp,Samaritan,,Afro-Asiatic,Eurasia,32.0817,35.4487,true,
afa-samaritan-aramaic,sama1314,sam,Samaritan Aramaic,,Afro-Asiatic,Eurasia,32.3107,35.258,true,
afa-sanaani-arabic,sana1295,ayn,Sanaani Arabic,,Afro-Asiatic,Eurasia,15.6552,44.8412,true,
afa-sarua,saru1245,swy,Sarua,,Afro-Asiatic,Africa,10.5987,17.031,true,
afa-sawknah-fogaha,sawk1238,swn,Sawknah-Fogaha,,Afro-Asiatic,Africa,29.16,15.9742,true,
afa-saya,saya1246,say,Saya,,Afro-Asiatic,Africa,9.69441,9.71748,true,
afa-sebat-bet-gurage,seba1251,sgw,Sebat Bet Gurage,,Afro-Asiatic,Africa,8.11879,37.9891,true,
afa-sened,sene1271,sds,Sened,,Afro-Asiatic,Africa,34.4678,9.43778,true,
afa-senhaja-de-srair,senh1238,sjs,Senhaja De Srair,,Afro-Asiatic,Africa,34.9992,-4.51293,true,
afa-sharwa,shar1249,swq,Sharwa,,Afro-Asiatic,Africa,10.1414,13.5657,true,
afa-sidamo,sida1246,sid,Sidamo,,Afro-Asiatic,Africa,6.74176,38.3729,true,
afa-silt-e,silt1240,stv,Silt'e,,Afro-Asiatic,Africa,7.77004,38.1449,true,
afa-siwi,siwi1239,siz,Siwi,,Afro-Asiatic,Africa,29.200415,25.519627,true,
afa-soddo,sodd1242,,Soddo,,Afro-Asiatic,Africa,8.33561,38.4763,true,
afa-sokoro,soko1263,sok,Sokoro,,Afro-Asiatic,Africa,11.4634,17.6423,true,
afa-somali,soma1255,som,Somali,,Afro-Asiatic,Africa,4.778704,45.152856,true,
afa-soqotri,soqo1240,sqt,Soqotri,,Afro-Asiatic,Africa;Eurasia,12.4892,53.9168,true,
afa-south-giziga,sout3051,giz,South Giziga,,Afro-Asiatic,Africa,10.2809,14.1931,true,
afa-south-levantine-arabic,sout3123,ajp,South Levantine Arabic,,Afro-Asiatic,Eurasia,31.5601,38.0837,true,
afa-south-sudanese-creole-arabic,suda1237,pga,South Sudanese Creole Arabic,,Afro-Asiatic,Africa,5.654,28.774,true,
afa-standard-arabic,stan1318,arb,Standard Arabic,,Afro-Asiatic,Eurasia,27.9625,43.8525,true,
afa-standard-moroccan-tamazight,stan1324,zgh,Standard Moroccan Tamazight,,Afro-Asiatic,Africa,32.7415,-2.40872,true,
afa-sudanese-arabic,suda1236,apd,Sudanese Arabic,,Afro-Asiatic,Africa,17.8021,33.3179,true,
afa-sukur,suku1272,syk,Sukur,,Afro-Asiatic,Africa,10.8933,13.6437,true,
afa-sya,shaa1247,scw,Sya,,Afro-Asiatic,Africa,9.23281,8.77569,true,
afa-tachelhit,tach1250,shi,Tachelhit,,Afro-Asiatic,Africa,29.7854,-7.77879,true,
afa-tahaggart-tamahaq,taha1241,thv,Tahaggart Tamahaq,,Afro-Asiatic,Africa,22.5908,8.73169,true,
afa-tal,tall1250,tal,Tal,,Afro-Asiatic,Africa,9.15354,9.50774,true,
afa-tala,tala1295,tak,Tala,,Afro-Asiatic,Africa,10.233,9.85457,true,
afa-tamasheq,tama1365,taq,Tamasheq,,Afro-Asiatic,Africa,14.2038,-2.41269,true,
afa-tambas,tamb1267,tdk,Tambas,,Afro-Asiatic,Africa,9.36039,9.32836,true,
afa-tamki,tamk1242,tax,Tamki,,Afro-Asiatic,Africa,11.4926,18.2295,true,
afa-tangale,nucl1696,tan,Tangale,,Afro-Asiatic,Africa,9.75444,11.3228,true,
afa-tarifiyt-beni-iznasen-eastern-middle-atlas-berber,tari1263,rif,Tarifiyt-Beni-Iznasen-Eastern Middle Atlas Berber,,Afro-Asiatic,Africa,34.916974,-3.430616,true,
afa-tawallammat-tamajaq,tawa1286,ttq,Tawallammat Tamajaq,,Afro-Asiatic,Africa,13.9878,4.47692,true,
afa-tayart-tamajeq,taya1257,thz,Tayart Tamajeq,,Afro-Asiatic,Africa,16.9232,7.6743,true,
afa-tera,tera1251,ttr,Tera,,Afro-Asiatic,Africa,11.0376,11.80953,true,
afa-tigre,tigr1270,tig,Tigre,,Afro-Asiatic,Africa,17.3494,38.2233,true,
afa-tigrinya,tigr1271,tir,Tigrinya,,Afro-Asiatic,Africa,15.3359,38.9266,true,
afa-tsamai,tsam1247,tsb,Tsamai,,Afro-Asiatic,Africa,5.3097,36.9139,true,
afa-tsuvan,tsuv1243,tsh,Tsuvan,,Afro-Asiatic,Africa,10.1551,13.628,true,
afa-tumak,tuma1260,tmc,Tumak,,Afro-Asiatic,Africa,9.43747,17.4216,true,
afa-tumzabt,tumz1238,mzb,Tumzabt,,Afro-Asiatic,Africa,32.5014,3.85035,true,
afa-tunisian-arabic,tuni1259,aeb,Tunisian Arabic,,Afro-Asiatic,Africa;Eurasia,33.7966,9.56156,true,
afa-tunni,tunn1238,tqq,Tunni,,Afro-Asiatic,Africa,1.06167,43.6847,true,
afa-turoyo,turo1239,tru,Turoyo,,Afro-Asiatic,Eurasia,37.2275,42.1451,true,
afa-ubi,ubii1238,ubi,Ubi,,Afro-Asiatic,Africa,11.8006,18.558,true,
afa-ugaritic,ugar1238,uga,Ugaritic,,Afro-Asiatic,Eurasia,35.6,35.78,true,
afa-vame,vame1236,mlr,Vame,,Afro-Asiatic,Africa,10.9481,14.2131,true,
afa-vemgo-mabas,vemg1240,vem,Vemgo-Mabas,,Afro-Asiatic,Africa,10.8301,13.6633,true,
afa-waata,waat1238,ssn,Waata,,Afro-Asiatic,Africa,-3.25406,40.03761,true,
afa-wandala,wand1278,mfi,Wandala,,Afro-Asiatic,Africa,11.3169,13.8996,true,
afa-warji-gala,warj1253,wji,Warji-Gala,,Afro-Asiatic,Africa,11.1718,9.56925,true,
afa-west-central-oromo,west2721,gaz,West Central Oromo,,Afro-Asiatic,Africa,8.81391,36.7365,true,
afa-western-algerian-berber,chen1266,cnu,Western Algerian Berber,,Afro-Asiatic,Africa,36.5917,2.19899,true,
afa-western-neo-aramaic,west2763,amw,Western Neo-Aramaic,,Afro-Asiatic,Eurasia,33.8162,36.484,true,
afa-wolane,wola1253,wle,Wolane,,Afro-Asiatic,Africa,8.23,38.14,true,
afa-wuzlam,wuzl1236,udl,Wuzlam,,Afro-Asiatic,Africa,10.955,14.1378,true,
afa-xamtanga,xamt1239,xan,Xamtanga,,Afro-Asiatic,Africa,12.4479,38.8352,true,
afa-yaaku,yaak1241,muu,Yaaku,,Afro-Asiatic,Africa,0.46863,37.1008,true,
afa-yiwom,yiwo1237,gek,Yiwom,,Afro-Asiatic,Africa,8.97395,9.78757,true,
afa-zangwal,zang1255,zah,Zangwal,,Afro-Asiatic,Africa,10.2284,9.74694,true,
afa-zari,zari1242,zaz,Zari,,Afro-Asiatic,Africa,9.71269,9.40332,true,
afa-zay,zayy1238,zwa,Zay,,Afro-Asiatic,Africa,8.01148,38.8258,true,
afa-zeem,zeem1242,zem,Zeem,,Afro-Asiatic,Africa,10.1464,9.2826,true,
afa-zenaga,zena1248,zen,Zenaga,,Afro-Asiatic,Africa,16.82,-16.1711,true,
afa-zina,zina1234,,Zina,,Afro-Asiatic,Africa,11.3555,14.9611,true,
afa-zirenkel,zire1244,zrn,Zirenkel,,Afro-Asiatic,Africa,12.2275,18.5374,true,
afa-zizilivakan,zizi1238,ziz,Zizilivakan,,Afro-Asiatic,Africa,10.4689,13.5233,true,
afa-zulgo-gemzek,zulg1242,gnd,Zulgo-Gemzek,,Afro-Asiatic,Africa,10.827,14.0578,true,
afa-zumbun,zumb1240,jmb,Zumbun,,Afro-Asiatic,Africa,10.827,9.9683,true,
aik-aikana,aika1237,tba,Aikanã,,Aikanã,South America,-12.6695,-60.5353,true,
ain-ainu,ainu1252,,Ainu,,Ainu,,,,false,
ain-hokkaido,hokk1243,,Hokkaido,,Ainu,Eurasia,43.633654,142.46167,true,
ain-hokkaido-ainu,ainu1240,ain,Hokkaido Ainu,,Ainu,Eurasia,43.633654,142.46167,true,
ain-sakhalin-ainu,sakh1245,,Sakhalin Ainu,,Ainu,Eurasia,48.141866,142.329834,true,
alg-algonquin,algo1255,alq,Algonquin,,Algic,North America,47.3876,-77.5258,true,
alg-arapaho,arap1274,arp,Arapaho,,Algic,North America,43.3879,-108.81,true,
alg-atikamekw,atik1240,atj,Atikamekw,,Algic,North America,47.9555,-73.7989,true,
alg-cheyenne,chey1247,chy,Cheyenne,,Algic,North America,45.5321,-106.659,true,
alg-chippewa,chip1241,ciw,Chippewa,,Algic,North America,47.347,-94.2738,true,
alg-eastern-abenaki,east2544,aaq,Eastern Abenaki,,Algic,North America,45.0112,-68.6617,true,
alg-eastern-ojibwa,east2542,ojg,Eastern Ojibwa,,Algic,North America,45.0112,-79.7503,true,
alg-gros-ventre,gros1243,ats,Gros Ventre,,Algic,North America,48.4834,-108.738,true,
alg-heritage-michif,mich1243,crg,Heritage Michif,,Algic,North America,49.1681,-99.9119,true,
alg-kickapoo,kick1244,kic,Kickapoo,,Algic,North America,41.655145,-89.03034,true,
alg-mahican,mahi1248,mjy,Mahican,,Algic,North America,42.587,-73.788,true,
alg-malecite-passamaquoddy,male1292,pqm,Malecite-Passamaquoddy,,Algic,North America,45.494475,-67.40805,true,
alg-menominee,meno1252,mez,Menominee,,Algic,North America,44.9794,-88.6395,true,
alg-meskwaki,mesk1242,sac,Meskwaki,,Algic,North America,44.0,-89.0,true,
alg-mi-kmaq,mikm1235,mic,Mi'kmaq,,Algic,North America,46.0,-64.0,true,
alg-miami,miam1252,mia,Miami,,Algic,North America,40.0,-90.0,true,
alg-montagnais,mont1268,moe,Montagnais,,Algic,North America,49.0533,-68.7376,true,
alg-moose-cree,moos1236,crm,Moose Cree,,Algic,North America,51.0686,-80.6912,true,
alg-munsee,muns1251,umu,Munsee,,Algic,North America,41.11,-74.17,true,
alg-nanticoke,nant1249,nnt,Nanticoke,,Algic,North America,39.67781,-74.98648,true,
alg-narrangansett,narr1280,xnt,Narrangansett,,Algic,North America,41.8581,-72.1701,true,
alg-naskapi,nask1242,nsk,Naskapi,,Algic,North America,55.9316,-61.1318,true,
alg-nawathinehena,nawa1259,nwa,Nawathinehena,,Algic,North America,41.316,-104.45,true,
alg-nipmuck,loup1243,xlo,Nipmuck,,Algic,North America,42.364,-72.731,true,
alg-northern-east-cree,nort1552,crl,Northern East Cree,,Algic,North America,55.1928,-77.7505,true,
alg-northwestern-ojibwa,nort2961,ojb,Northwestern Ojibwa,,Algic,North America,51.6192,-87.7862,true,
alg-ottawa,otta1242,otw,Ottawa,,Algic,North America,44.5988,-83.226,true,
alg-pequot-mohegan,pequ1242,xpq,Pequot-Mohegan,,Algic,North America,41.55,-72.0,true,
alg-piscataway,pisc1239,psy,Piscataway,,Algic,North America,39.073,-76.803,true,
alg-plains-cree,plai1258,crk,Plains Cree,,Algic,North America,51.2437,-110.463,true,
alg-potawatomi,pota1247,pot,Potawatomi,,Algic,North America,40.955,-89.1881,true,
alg-powhatan,powh1243,pim,Powhatan,,Algic,North America,36.99422,-77.20752,true,
alg-severn-ojibwa,seve1240,ojs,Severn Ojibwa,,Algic,North America,53.9092,-89.9331,true,
alg-shawnee,shaw1249,sjw,Shawnee,,Algic,North America,40.0,-83.0,true,
alg-siksika,siks1238,bla,Siksika,,Algic,North America,49.0669,-113.109,true,
alg-southern-east-cree,sout2978,crj,Southern East Cree,,Algic,North America,51.4078,-78.6971,true,
alg-swampy-cree,swam1239,csw,Swampy Cree,,Algic,North America,56.0,-95.0,true,
alg-unami,unam1242,unm,Unami,,Algic,North America,40.4,-74.3,true,
alg-wampano,wamp1250,qyp,Wampano,,Algic,North America,41.2021,-73.3798,true,
alg-wampanoag,wamp1249,wam,Wampanoag,,Algic,North America,41.705,-73.3148,true,
alg-western-abenaki,west2630,abe,Western Abenaki,,Algic,North America,46.1381,-72.6511,true,
alg-western-ojibwa,west1510,ojw,Western Ojibwa,,Algic,North America,50.5664,-102.525,true,
alg-wiyot,wiyo1248,wiy,Wiyot,,Algic,North America,39.2492,-122.952,true,
alg-woods-cree,wood1236,cwd,Woods Cree,,Algic,North America,57.0,-99.0,true,
alg-yurok,yuro1248,yur,Yurok,,Algic,North America,41.3262,-123.824,true,
als-alsea-yaquina,alse1251,aes,Alsea-Yaquina,,Alsea-Yaquina,North America,44.408,-123.94,true,
amt-amto,amto1250,amt,Amto,,Amto-Musan,Papunesia,-4.12165,141.339,true,
amt-siawi,siaw1243,mmp,Siawi,,Amto-Musan,Papunesia,-4.05312,141.42,true,
ana-andoque,ando1256,ano,Andoque,,Andoque,South America,-0.53751,-72.0869,true,
and-andaqui,anda1286,ana,Andaqui,,Andaqui,South America,2.74999,-76.0,true,
ane-anem,anem1249,anz,Anem,,Anem,Papunesia,-5.54836,148.993,true,
ang-akoye,akoy1238,miw,Akoye,,Angan,Papunesia,-7.66067,145.669,true,
ang-angaataha,anga1290,agm,Angaataha,,Angan,Papunesia,-7.15012,146.352,true,
ang-ankave,anka1246,aak,Ankave,,Angan,Papunesia,-7.19444,145.754,true,
ang-baruya,baru1267,byr,Baruya,,Angan,Papunesia,-6.89261,145.818,true,
ang-hamtai,hamt1247,hmt,Hamtai,,Angan,Papunesia,-7.54975,146.227,true,
ang-kamasa,kama1360,klp,Kamasa,,Angan,Papunesia,-6.97411,146.20797,true,
ang-kawacha,kawa1276,kcb,Kawacha,,Angan,Papunesia,-6.95411,146.20997,true,
ang-menya,meny1245,mcr,Menya,,Angan,Papunesia,-7.17425,146.071,true,
ang-safeyoka,safe1240,apz,Safeyoka,,Angan,Papunesia,-7.05417,146.09,true,
ang-simbari,simb1255,smb,Simbari,,Angan,Papunesia,-7.02259,145.603,true,
ang-tainae,tain1253,ago,Tainae,,Angan,Papunesia,-7.40306,145.682,true,
ang-yagwoia,yagw1240,ygw,Yagwoia,,Angan,Papunesia,-7.14042,145.854,true,
ani-abom,abom1238,aob,Abom,,Anim,Papunesia,-8.42448,142.842,true,
ani-bagwa,bagw1238,,Bagwa,,Anim,Papunesia,-7.3701,141.452,true,
ani-bian-marind,bian1251,bpv,Bian Marind,,Anim,Papunesia,-7.35942,140.568,true,
