Language_ID,Glottocode,Notes
backstromnorthernpakistan_DashkinAstor,asto1242,manual:Dashkin (Astor) -> Astori
backstromnorthernpakistan_Gahorabad,shin1264,manual:Gahorabad -> Shina
backstromnorthernpakistan_Gultari,shin1264,manual:Gultari -> Shina
backstromnorthernpakistan_Gupis,shin1264,manual:Gupis -> Shina
backstromnorthernpakistan_Chapursan,wakh1245,manual:Chapursan -> Wakhi
backstromnorthernpakistan_Shimshal,wakh1245,manual:Shimshal -> Wakhi
bowernpny_MaryRiverandBunyaBunyaCountry,pama1256,manual:Mary River & Bunya Country -> Pama-Nyungan
bowernpny_NggoiMwoi,pama1256,manual:Ng'goi Mwoi -> Pama-Nyungan
bowernpny_Kungadutyi,pama1256,manual:Kungadutyi -> Pama-Nyungan
bowernpny_WalmajarriHR,walm1241,manual:WalmajarriHR -> Walmajarri-Juwaliny
bowernpny_MudburraMcC,mudb1240,manual:Mudburra-McC -> Mudburra
bowernpny_MangalaMcK,mang1399,manual:MangalaMcK -> Mangala
bowernpny_JaruMcC,jaru1254,manual:Jaru-McC -> Jaru
bowernpny_WalmajarriBilliluna,walm1241,manual:WalmajarriBilliluna -> Walmajarri
bowernpny_MangalaNW,mang1399,manual:MangalaNW -> Mangala
bowernpny_Karree,pama1256,manual:Karree -> Pama-Nyungan
bowernpny_MountFreelingDiyari,dier1241,manual:Mount Freeling Diyari -> Diyari
bowernpny_WalmajarriNW,walm1241,manual:WalmajarriNW -> Walmajarri
bowernpny_Gairi,pama1256,manual:Gairi -> Pama-Nyungan
bowernpny_WangkumaraMcDWur,wong1246,manual:WangkumaraMcDWur -> Wangkumara
bowernpny_KukuYalanjiCurr,kuku1283,manual:KukuYalanjiCurr -> Kuku-Yalanji
bowerntasmanian_WesternTribes,sout3391,manual:Western Tribes -> Southwestern Tasmanian
bowerntasmanian_Northern,nort3415,manual:Northern tribes -> Northwestern Tasmanian
bowerntasmanian_PortDavey,sout3391,manual:Port Davey -> Southwestern Tasmanian
bowerntasmanian_Swanport,sout1439,manual:Swanport -> SE Tasmanian
bowerntasmanian_Ninenee,sout3391,manual:Ninenee -> Southwestern Tasmanian
bowerntasmanian_TyreeloreSealersWomen,tasm1247,manual:Tyreelore -> Tasmanian
bowerntasmanian_NorthernCoast,nort3415,manual:Northern Coast -> NW Tasmanian
bowerntasmanian_WestPoint,sout3391,manual:West Point -> SW Tasmanian
bowerntasmanian_Lowreener,sout3391,manual:Lowreener -> SW Tasmanian
bowerntasmanian_Tommyginny,nort3415,manual:Tommyginny -> NW Tasmanian
bowerntasmanian_WaterhouseIsland,neta1235,manual:Waterhouse Island -> N Midlands Tasmanian
peirosst_AngKohima,anga1288,manual:Ang Kohima -> Angami Naga
peirosst_AngKhonoma,anga1288,manual:Ang-Khonoma -> Angami Naga
peirosst_KonyakD,kony1246,manual:Konyak-D -> Konyak
peirosst_Chang,chan1308,manual:Chang -> Chang Naga
peirosst_Sema,sumi1235,manual:Sema -> Sumi Naga
peirosst_Kabui,inpu1234,manual:Kabui -> Inpui Naga
peirosst_Mzieme,mzie1235,manual:Mzieme -> Mzieme Naga
peirosst_Mikir,karb1241,manual:Mikir -> Hills Karbi
peirosst_Muya,muya1239,manual:Muya
peirosst_Kelun,sout2728,manual:Kelun -> Southern Qiang
peirosst_Jiarug,situ1238,manual:Jiarug -> Situ
peirosst_Ergong,horp1239,manual:Ergong -> Horpa
peirosst_Anong,nung1282,manual:Anong -> Nung Myanmar
peirosst_MijuGeman,kama1358,manual:Miju-Geman -> Kaman
peirosst_Gallong,galo1242,manual:Gallong -> Galo
peirosst_Shaiyang,lash1243,manual:Shaiyang -> Lashi
peirosst_Padaung,kaya1327,manual:Padaung -> Kayan
peirosst_CuonaM,tsha1245,manual:Cuona-M -> Tshangla
peirosst_Yogli,kony1246,manual:Yogli -> Konyak
peirosst_Palaichi,rong1266,manual:Palaichi -> Rongmei Naga
peirosst_Sulong,sulo1241,manual:Sulong
peirosst_Gazhuo,horp1239,manual:Gazhuo -> Horpa
peirosst_CHN,mand1415,manual:CHN -> Mandarin Chinese
peirosst_Khoirao,thad1238,manual:Khoirao -> Thado Chin
peirosst_Tiddim,tedi1235,manual:Tiddim -> Tedim Chin
lsi_AHI,ahir1243,manual:A_HI -> Ahirani
lsi_OLDMEITHEI,mani1292,manual:OLD_MEITHEI -> Manipuri
lsi_MEGYAO,karb1241,manual:ME_GYAO -> Hills Karbi
lsi_KATURR,karb1241,manual:KATURR -> Hills Karbi
lsi_PEMIAO,hmon1336,manual:PE_MIAO -> Hmong-Mien
lsi_MARAN,mara1378,manual:MARAN -> Mara Chin
lsi_THAUCHU,bodo1269,manual:THAUCHU -> Bodo
lsi_HAURPA,pait1244,manual:HAURPA -> Paite Chin
lsi_SAKUPA,pait1244,manual:SAKUPA -> Paite Chin
lsi_MOENGLWE,lush1249,manual:MOENG_LWE -> Mizo
hsiuhmongmien_NaMeoTuyenQuang,hmon1336,manual:Na Meo -> Hmong-Mien
hsiuhmongmien_WesternQiandong,nort2747,manual:Heba -> N Qiandong Miao
hsiuhmongmien_Zhenmin,hmon1337,manual:Zhenmin -> Hmongic
hsiuhmongmien_Xiangao,hmon1337,manual:Xiang'ao -> Hmongic
hsiuhmongmien_Datu,hmon1337,manual:Datu -> Hmongic
hsiuhmongmien_Baixing,hmon1337,manual:Baixing -> Hmongic
hsiuhmongmien_Yangpai,hmon1337,manual:Yangpai -> Hmongic
hsiuhmongmien_Guncen,hmon1337,manual:Guncen -> Hmongic
peirosaustroasiatic_Tuum,pala1348,manual:Tuum -> Palaungic
peirosaustroasiatic_ThoMon,pala1348,manual:Tho Mon -> Palaungic
peirosaustroasiatic_Shuangdiang,pala1348,manual:Shuangdiang -> Palaungic
peirosaustroasiatic_Yongde,pala1348,manual:Yongde -> Palaungic
peirosaustroasiatic_Panong,pala1348,manual:Panong -> Palaungic
peirosaustroasiatic_Plang,pala1348,manual:Plang -> Palaungic
peirosaustroasiatic_Khme,pala1348,manual:Khme -> Palaungic
peirosaustroasiatic_Mangan,pala1348,manual:Mang'an -> Palaungic
peirosaustroasiatic_Mane,pala1348,manual:Man'e -> Palaungic
peirosaustroasiatic_Je,pala1348,manual:Je -> Palaungic
peirosaustroasiatic_Mak,pala1348,manual:Mak -> Palaungic
peirosaustroasiatic_Gantang,pala1348,manual:Gantang -> Palaungic
peirosaustroasiatic_Pangpin,pala1348,manual:Pangpin -> Palaungic
gaotb_YiMile,sani1269,manual:Yi (Mile) -> Sani
gaotb_MenbaCuona,tsha1245,manual:Menba (Cuona) -> Tshangla
gaotb_MenbaMotuo,tawa1289,manual:Menba (Motuo) -> Tawang Monpa
abvd_1807,fiji1243,manual:Fijian dialect (Fijian (Tailevu; Burerua)) -> Fijian
abvd_1958,fiji1243,manual:Fijian dialect (Fijian (Wainimala; Taivugalei)) -> Fijian
abvd_1717,fiji1243,manual:Fijian dialect (Fijian (Vanualevuicake; Dogotuki)) -> Fijian
abvd_1872,fiji1243,manual:Fijian dialect (Fijian (Rakiraki; Navatu Rā)) -> Fijian
abvd_2006,fiji1243,manual:Fijian dialect (Fijian (Vanualevuiloma; Nabalebale)) -> Fijian
abvd_1730,fiji1243,manual:Fijian dialect (Fijian (Ovalau; Rukuruku Ovalau)) -> Fijian
abvd_1794,fiji1243,manual:Fijian dialect (Fijian (Rewa; Toga)) -> Fijian
abvd_1775,fiji1243,manual:Fijian dialect (Fijian (Vanualevuiloma; Kiā)) -> Fijian
abvd_1951,fiji1243,manual:Fijian dialect (Fijian (Wainibuka; Nasau Wainibuka)) -> Fijian
abvd_1884,fiji1243,manual:Fijian dialect (Fijian (Vuda; Vuda)) -> Fijian
abvd_2009,fiji1243,manual:Fijian dialect (Fijian (Rakiraki; Navitilevu)) -> Fijian
abvd_2012,fiji1243,manual:Fijian dialect (Fijian (Vuda; Sabeto)) -> Fijian
abvd_1796,fiji1243,manual:Fijian dialect (Fijian (Vanualevuiloma; Drakaniwai)) -> Fijian
abvd_1805,fiji1243,manual:Fijian dialect (Fijian (Vanualevuiloma; Dreketi)) -> Fijian
abvd_1826,fiji1243,manual:Fijian dialect (Fijian (Keiasi; Vusu)) -> Fijian
abvd_1914,fiji1243,manual:Fijian dialect (Fijian (Vanualevuicake; Vaturova)) -> Fijian
abvd_1776,fiji1243,manual:Fijian dialect (Fijian (Vanualevuiloma; Wailevu)) -> Fijian
abvd_2035,fiji1243,manual:Fijian dialect (Fijian (Rewa; Rewa Vulagi)) -> Fijian
abvd_1802,fiji1243,manual:Fijian dialect (Fijian (Rewa; Rewa)) -> Fijian
abvd_1739,fiji1243,manual:Fijian dialect (Fijian (Wainimala; Lutu)) -> Fijian
abvd_1809,fiji1243,manual:Fijian dialect (Fijian (Wainibuka; Namena)) -> Fijian
abvd_1815,fiji1243,manual:Fijian dialect (Fijian (Vanualevuiloma; Bāravi)) -> Fijian
abvd_1811,fiji1243,manual:Fijian dialect (Fijian (Vuda; Māmānuca)) -> Fijian
abvd_1970,fiji1243,manual:Fijian dialect (Fijian (Wainibuka; Nāloto)) -> Fijian
abvd_1885,fiji1243,manual:Fijian dialect (Fijian (Ba; Nakoroboya)) -> Fijian
abvd_1808,fiji1243,manual:Fijian dialect (Fijian (Vatulawa; Naweni)) -> Fijian
abvd_1829,fiji1243,manual:Fijian dialect (Fijian (Rakiraki; Naroko)) -> Fijian
abvd_1968,fiji1243,manual:Fijian dialect (Fijian (Verata; Verata)) -> Fijian
abvd_2028,fiji1243,manual:Fijian dialect (Fijian (Vuda; Navō)) -> Fijian
abvd_1768,fiji1243,manual:Fijian dialect (Fijian (Ba; Nailaga) -> Fijian
abvd_1762,fiji1243,manual:Fijian dialect (Fijian (Rakiraki; Navatu Nakorotubu)) -> Fijian
abvd_1881,fiji1243,manual:Fijian dialect (Fijian (Vatulawa; Natewa)) -> Fijian
abvd_1907,fiji1243,manual:Fijian dialect (Fijian (Vanualevuiloma; Muanivatu)) -> Fijian
abvd_2038,fiji1243,manual:Fijian dialect (Fijian (Yasayasamuala; Vanuavatu)) -> Fijian
abvd_1940,fiji1243,manual:Fijian dialect (Fijian (Yasayasamuala; Muala/Moala)) -> Fijian
abvd_1874,fiji1243,manual:Fijian dialect (Fijian (Yasayasabeqa; Vābea)) -> Fijian
abvd_1852,fiji1243,manual:Fijian dialect (Fijian (Yasayasabeqa; Naturū)) -> Fijian
abvd_1792,fiji1243,manual:Fijian dialect (Fijian (Yasayasabeqa; Naduruvesi)) -> Fijian
abvd_1993,fiji1243,manual:Fijian dialect (Fijian (Wainimala; Matailobau)) -> Fijian
abvd_2016,fiji1243,manual:Fijian dialect (Fijian (Wainimala; Nadaravakawalu)) -> Fijian
abvd_1832,fiji1243,manual:Fijian dialect (Fijian (Ba; Qaliyalatina)) -> Fijian
abvd_1975,fiji1243,manual:Fijian dialect (Fijian (Vanualevuiloma; Natuvu)) -> Fijian
abvd_1822,fiji1243,manual:Fijian dialect (Fijian (Vanualevuiloma; Nasavusavu) -> Fijian
abvd_1982,fiji1243,manual:Fijian dialect (Fijian (Tailevu; Namara)) -> Fijian
abvd_1754,fiji1243,manual:Fijian dialect (Fijian (Vanualevuicake; Udu)) -> Fijian
abvd_1928,fiji1243,manual:Fijian dialect (Fijian (Vanualevuicake; Koroalau)) -> Fijian
abvd_1847,fiji1243,manual:Fijian dialect (Fijian (Vanualevuicake; Labasa)) -> Fijian
abvd_1820,fiji1243,manual:Fijian dialect (Fijian (Rewa; Nukui)) -> Fijian
abvd_1869,fiji1243,manual:Fijian dialect (Fijian (Yasayasamuala; Natokalau Cicia)) -> Fijian
abvd_1752,fiji1243,manual:Fijian dialect (Fijian (Yasawa; Yasawa)) -> Fijian
abvd_1771,fiji1243,manual:Fijian dialect (Fijian (Yasayasabeqa; Sawau)) -> Fijian
abvd_1806,fiji1243,manual:Fijian dialect (Fijian (Wainimala; Rārā)) -> Fijian
abvd_1957,fiji1243,manual:Fijian dialect (Fijian (Yasayasamuala; Matuku)) -> Fijian
abvd_1763,fiji1243,manual:Fijian dialect (Fijian (Wainibuka; Nalidi)) -> Fijian
abvd_1813,fiji1243,manual:Fijian dialect (Fijian (Vuda; Malolo)) -> Fijian
abvd_1760,fiji1243,manual:Fijian dialect (Fijian (Wainibuka; Nailuva)) -> Fijian
abvd_2037,fiji1243,manual:Fijian dialect (Fijian (Yasawa; Muairā Naviti)) -> Fijian
abvd_1909,fiji1243,manual:Fijian dialect (Fijian (Vuda; Nawaka)) -> Fijian
abvd_1991,fiji1243,manual:Fijian dialect (Fijian (Vuda; Nadi)) -> Fijian
abvd_1891,fiji1243,manual:Fijian dialect (Fijian (Wainibuka; Dakuinuku)) -> Fijian
abvd_2002,fiji1243,manual:Fijian dialect (Fijian (Wainibuka; Dawasamu)) -> Fijian
abvd_2026,fiji1243,manual:Fijian dialect (Fijian (Wainibuka; Dere)) -> Fijian
abvd_1737,fiji1243,manual:Fijian dialect (Fijian (Vanualevuicake; Namuka)) -> Fijian
abvd_1910,fiji1243,manual:Fijian dialect (Fijian (Rakiraki; Vatumali)) -> Fijian
abvd_1724,fiji1243,manual:Fijian dialect (Fijian (Ba; Votua)) -> Fijian
abvd_2031,fiji1243,manual:Fijian dialect (Fijian (Ovalau; Levukairā)) -> Fijian
abvd_1720,fiji1243,manual:Fijian dialect (Fijian (Rakiraki; Natokea)) -> Fijian
abvd_1920,fiji1243,manual:Fijian dialect (Fijian (Rakiraki; Malake)) -> Fijian
abvd_1827,fiji1243,manual:Fijian dialect (Fijian (Vanualevuiloma; Nabekavu)) -> Fijian
abvd_1974,fiji1243,manual:Fijian dialect (Fijian (Vanualevuiloma; Seaqāqā/Sēqāqā)) -> Fijian
abvd_1912,fiji1243,manual:Fijian dialect (Fijian (Verata; Navatu Bua)) -> Fijian
abvd_1757,fiji1243,manual:Fijian dialect (Fijian (Verata; Qomā)) -> Fijian
abvd_1965,fiji1243,manual:Fijian dialect (Fijian (Vatulawa; Cakaudrove)) -> Fijian
abvd_2007,fiji1243,manual:Fijian dialect (Fijian (Yasayasamuala; Cicia)) -> Fijian
abvd_1716,fiji1243,manual:Fijian dialect (Fijian (Yasayasabeqa; Yanuca)) -> Fijian
abvd_1898,fiji1243,manual:Fijian dialect (Fijian (Yasayasabeqa; Natūsara)) -> Fijian
abvd_1939,fiji1243,manual:Fijian dialect (Fijian (Wainimala; Laselevu)) -> Fijian
abvd_1956,fiji1243,manual:Fijian dialect (Fijian (Yasayasamuala; Totoya)) -> Fijian
abvd_1945,fiji1243,manual:Fijian dialect (Fijian (Ovalau; Lovoni)) -> Fijian
abvd_1772,fiji1243,manual:Fijian dialect (Fijian (Rakiraki; Tokaimalo)) -> Fijian
abvd_1866,fiji1243,manual:Fijian dialect (Fijian (Rakiraki; Vatukaloko)) -> Fijian
abvd_1750,fiji1243,manual:Fijian dialect (Fijian (Rewa; Kiuva)) -> Fijian
abvd_1838,fiji1243,manual:Fijian dialect (Fijian (Rewa; Vūtia)) -> Fijian
abvd_1929,fiji1243,manual:Fijian dialect (Fijian (Keiasi; Nasikawa)) -> Fijian
abvd_1937,fiji1243,manual:Fijian dialect (Fijian (Emalu; Nalea/Naleā)) -> Fijian
abvd_1876,fiji1243,manual:Fijian dialect (Fijian (Ovalau; Nasaumatua)) -> Fijian
abvd_1862,fiji1243,manual:Fijian dialect (Fijian (Rewa; Tokatoka)) -> Fijian
abvd_1845,fiji1243,manual:Fijian dialect (Fijian (Rewa; Noco)) -> Fijian
abvd_1840,fiji1243,manual:Fijian dialect (Fijian (Vanualevuicake; Namukaicake)) -> Fijian
abvd_1919,fiji1243,manual:Fijian dialect (Fijian (Wainibuka; Nailega)) -> Fijian
abvd_1924,fiji1243,manual:Fijian dialect (Fijian (Wainibuka; Waimarōiwai)) -> Fijian
abvd_1890,fiji1243,manual:Fijian dialect (Fijian (Wainibuka; Nasoqo)) -> Fijian
abvd_1778,fiji1243,manual:Fijian dialect (Fijian (Verata; Tokou)) -> Fijian
abvd_1735,fiji1243,manual:Fijian dialect (Fijian (Wainibuka; Nabuto)) -> Fijian
abvd_1764,fiji1243,manual:Fijian dialect (Fijian (Vanualevuiloma; Sēqāqāirā)) -> Fijian
abvd_1732,fiji1243,manual:Fijian dialect (Fijian (Vanualevuiloma; Macuata)) -> Fijian
abvd_1966,fiji1243,manual:Fijian dialect (Fijian (Vatulawa; Tunuloa)) -> Fijian
abvd_1973,fiji1243,manual:Fijian dialect (Fijian (Verata; Nakodu/Naceva)) -> Fijian
abvd_1911,fiji1243,manual:Fijian dialect (Fijian (Ba; Tāvua/Tavua)) -> Fijian
abvd_2022,fiji1243,manual:Fijian dialect (Fijian (Vatulawa; Navatu)) -> Fijian
abvd_1948,fiji1243,manual:Fijian dialect (Fijian (Vatulawa; Vuna)) -> Fijian
abvd_2024,fiji1243,manual:Fijian dialect (Fijian (Wainibuka; Matacaucau)) -> Fijian
abvd_1777,fiji1243,manual:Fijian dialect (Fijian (Vatulawa; Nasau)) -> Fijian
abvd_1798,fiji1243,manual:Fijian dialect (Fijian (Vatulawa; Wainikeli)) -> Fijian
abvd_1857,fiji1243,manual:Fijian dialect (Fijian (Wainibuka; Barotu)) -> Fijian
abvd_2034,fiji1243,manual:Fijian dialect (Fijian (Wainimala; Muairā)) -> Fijian
abvd_1786,fiji1243,manual:Fijian dialect (Fijian (Yasayasabeqa; Deuba)) -> Fijian
abvd_2008,fiji1243,manual:Fijian dialect (Fijian (Wainibuka; Nalaba)) -> Fijian
abvd_2020,fiji1243,manual:Fijian dialect (Fijian (Vuda; Vaturu)) -> Fijian
abvd_1804,fiji1243,manual:Fijian dialect (Fijian (Vuda; Buduka)) -> Fijian
abvd_1908,fiji1243,manual:Fijian dialect (Fijian (Ba; Bulu)) -> Fijian
abvd_1999,fiji1243,manual:Fijian dialect (Fijian (Rakiraki; Rakiraki)) -> Fijian
abvd_1897,fiji1243,manual:Fijian dialect (Fijian (Rakiraki; Yadua)) -> Fijian
abvd_1844,fiji1243,manual:Fijian dialect (Fijian (Tailevu; Nacovu)) -> Fijian
abvd_1828,fiji1243,manual:Fijian dialect (Fijian (Wainibuka; Nasautoka)) -> Fijian
abvd_1936,fiji1243,manual:Fijian dialect (Fijian (Keiasi; Namataku/Nabau)) -> Fijian
abvd_1962,fiji1243,manual:Fijian dialect (Fijian (Ba; Yākete)) -> Fijian
abvd_1922,fiji1243,manual:Fijian dialect (Fijian (Emalu; Emalu)) -> Fijian
abvd_1731,fiji1243,manual:Fijian dialect (Fijian (Vatulawa; Mabuco)) -> Fijian
abvd_1719,fiji1243,manual:Fijian dialect (Fijian (Vanualevuiloma; Wailevuirā)) -> Fijian
abvd_1934,fiji1243,manual:Fijian dialect (Fijian (Vatulawa; Boumā)) -> Fijian
abvd_1959,fiji1243,manual:Fijian dialect (Fijian (Vatulawa; Nacamaki)) -> Fijian
abvd_1814,fiji1243,manual:Fijian dialect (Fijian (Vanualevuiloma; Naqelelevu)) -> Fijian
abvd_1963,fiji1243,manual:Fijian dialect (Fijian (Vatulele; Vatulele)) -> Fijian
abvd_1892,fiji1243,manual:Fijian dialect (Fijian (Vanualevuiloma; Cikobia)) -> Fijian
abvd_1733,fiji1243,manual:Fijian dialect (Fijian (Vanualevuicake; Saqani)) -> Fijian
abvd_1715,fiji1243,manual:Fijian dialect (Fijian (Rewa; Burebasaga)) -> Fijian
abvd_1925,fiji1243,manual:Fijian dialect (Fijian (Wainimala; Wailevu Wainimala)) -> Fijian
abvd_1989,fiji1243,manual:Fijian dialect (Fijian (Vuda; Vatutū)) -> Fijian
abvd_1952,fiji1243,manual:Fijian dialect (Fijian (Vuda; Sikituru)) -> Fijian
abvd_1947,fiji1243,manual:Fijian dialect (Fijian (Vuda; Nadele)) -> Fijian
abvd_1926,fiji1243,manual:Fijian dialect (Fijian (Vatulawa; Cawa)) -> Fijian
abvd_1830,fiji1243,manual:Fijian dialect (Fijian (Vatulawa; Qamea)) -> Fijian
abvd_1990,fiji1243,manual:Fijian dialect (Fijian (Vanualevuiloma; Wairiki)) -> Fijian
abvd_1950,fiji1243,manual:Fijian dialect (Fijian (Tailevu; Tai)) -> Fijian
abvd_2017,fiji1243,manual:Fijian dialect (Fijian (Vanualevuiloma; Raviravi Macuata)) -> Fijian
abvd_1995,fiji1243,manual:Fijian dialect (Fijian (Ovalau; Naigani)) -> Fijian
abvd_1842,fiji1243,manual:Fijian dialect (Fijian (Gau; Narocake)) -> Fijian
abvd_2027,fiji1243,manual:Fijian dialect (Fijian (Savatu; Savatu)) -> Fijian
abvd_1849,fiji1243,manual:Fijian dialect (Fijian (Rewa; Nukutubu)) -> Fijian
abvd_1821,fiji1243,manual:Fijian dialect (Fijian (Vanualevuicake; Koibau/Qoibau)) -> Fijian
abvd_1746,fiji1243,manual:Fijian dialect (Fijian (Vanualevuicake; Nadogo)) -> Fijian
abvd_1848,fiji1243,manual:Fijian dialect (Fijian (Wainibuka; Nayavu)) -> Fijian
abvd_1863,fiji1243,manual:Fijian dialect (Fijian (Wainibuka; Wailotua)) -> Fijian
abvd_1853,fiji1243,manual:Fijian dialect (Fijian (Yasawa; Nacula)) -> Fijian
abvd_1718,fiji1243,manual:Fijian dialect (Fijian (Vanualevuicake; Vaturovaivanua)) -> Fijian
abvd_2000,fiji1243,manual:Fijian dialect (Fijian (Vanualevuiloma; Naulana)) -> Fijian
abvd_1736,fiji1243,manual:Fijian dialect (Fijian (Vanualevuiloma; Buca)) -> Fijian
abvd_1835,fiji1243,manual:Fijian dialect (Fijian (Keiasi; Mosi)) -> Fijian
abvd_1895,fiji1243,manual:Fijian dialect (Fijian (Vanualevuiloma; Savudrodro)) -> Fijian
abvd_1893,fiji1243,manual:Fijian dialect (Fijian (Ba; Vitogo)) -> Fijian
abvd_1879,fiji1243,manual:Fijian dialect (Fijian (Rewa; Dreketi Rewa)) -> Fijian
abvd_1916,fiji1243,manual:Fijian dialect (Fijian (Rewa; Nabuli)) -> Fijian
abvd_1819,fiji1243,manual:Fijian dialect (Fijian (Gau; Gau)) -> Fijian
abvd_1738,fiji1243,manual:Fijian dialect (Fijian (Gau; Qalitū)) -> Fijian
abvd_1935,fiji1243,manual:Fijian dialect (Fijian (Vatulawa; Nabuna)) -> Fijian
abvd_1870,fiji1243,manual:Fijian dialect (Fijian (Yasayasabeqa; Raviravi)) -> Fijian
abvd_1868,fiji1243,manual:Fijian dialect (Fijian (Verata; Natokalau)) -> Fijian
abvd_1917,fiji1243,manual:Fijian dialect (Fijian (Rewa; Nakeloiwai)) -> Fijian
abvd_1834,fiji1243,manual:Fijian dialect (Fijian (Rewa; Naqarani)) -> Fijian
abvd_1902,fiji1243,manual:Fijian dialect (Fijian (Tailevu; Vugalei)) -> Fijian
abvd_1877,fiji1243,manual:Fijian dialect (Fijian (Ovalau; Levuka)) -> Fijian
abvd_1878,fiji1243,manual:Fijian dialect (Fijian (Rewa; Dravo)) -> Fijian
abvd_1896,fiji1243,manual:Fijian dialect (Fijian (Vuda; Naua)) -> Fijian
abvd_1753,fiji1243,manual:Fijian dialect (Fijian (Wainibuka; Nakorotubu)) -> Fijian
abvd_1785,fiji1243,manual:Fijian dialect (Fijian (Vanualevuiloma; Sāsā)) -> Fijian
abvd_1906,fiji1243,manual:Fijian dialect (Fijian (Vanualevuicake; Nakama)) -> Fijian
abvd_2014,fiji1243,manual:Fijian dialect (Fijian (Rewa; Waivou)) -> Fijian
abvd_1967,fiji1243,manual:Fijian dialect (Fijian (Wainimala; Waimarō Naulucavu)) -> Fijian
abvd_1789,fiji1243,manual:Fijian dialect (Fijian (Wainibuka; Bureiwai)) -> Fijian
abvd_1791,fiji1243,manual:Fijian dialect (Fijian (Rewa; Visama)) -> Fijian
abvd_1836,fiji1243,manual:Fijian dialect (Fijian (Verata; Nāloto Verata)) -> Fijian
abvd_1996,fiji1243,manual:Fijian dialect (Fijian (Rewa; Waikete)) -> Fijian
abvd_1941,fiji1243,manual:Fijian dialect (Fijian (Vanualevuiloma; Turiwai/Wainiqeu)) -> Fijian
abvd_2021,fiji1243,manual:Fijian dialect (Fijian (Tailevu; Maumi)) -> Fijian
abvd_1781,fiji1243,manual:Fijian dialect (Fijian (Vanualevuiloma; Navadra)) -> Fijian
abvd_1955,fiji1243,manual:Fijian dialect (Fijian (Rewa; Nakelo)) -> Fijian
abvd_1780,fiji1243,manual:Fijian dialect (Fijian (Vanualevuiloma; Naqumu)) -> Fijian
abvd_1818,fiji1243,manual:Fijian dialect (Fijian (Rewa; Buretū)) -> Fijian
abvd_1978,fiji1243,manual:Fijian dialect (Fijian (Rewa; Vunivaivai)) -> Fijian
abvd_1938,fiji1243,manual:Fijian dialect (Fijian (Vanualevuicake; Bucaisau)) -> Fijian
abvd_1803,fiji1243,manual:Fijian dialect (Fijian (Rakiraki; Raviravi Ra)) -> Fijian
abvd_1998,fiji1243,manual:Fijian dialect (Fijian (Vanualevuiloma; Dogoru)) -> Fijian
abvd_1858,fiji1243,manual:Fijian dialect (Fijian (Wainibuka; Nababa)) -> Fijian
abvd_1740,fiji1243,manual:Fijian dialect (Fijian (Vatulawa; Nadakeke/Narocake)) -> Fijian
abvd_1742,fiji1243,manual:Fijian dialect (Fijian (Tailevu; Kuku)) -> Fijian
abvd_1855,fiji1243,manual:Fijian dialect (Fijian (Yasayasabeqa; Kulu)) -> Fijian
abvd_1860,fiji1243,manual:Fijian dialect (Fijian (Verata; Nasauvuki)) -> Fijian
abvd_1797,fiji1243,manual:Fijian dialect (Fijian (Yasawa; Marou)) -> Fijian
abvd_1873,fiji1243,manual:Fijian dialect (Fijian (Vanualevuicake; Korotubu)) -> Fijian
abvd_1942,fiji1243,manual:Fijian dialect (Fijian (Vanualevuicake; Wairikiibuca)) -> Fijian
abvd_2029,fiji1243,manual:Fijian dialect (Fijian (Wainibuka; Mataso)) -> Fijian
abvd_1810,fiji1243,manual:Fijian dialect (Fijian (Ovalau; Cawaci)) -> Fijian
abvd_1864,fiji1243,manual:Fijian dialect (Fijian (Rewa; Nuku)) -> Fijian
abvd_1801,fiji1243,manual:Fijian dialect (Fijian (Wainibuka; Silana)) -> Fijian
abvd_1930,fiji1243,manual:Fijian dialect (Fijian (Verata; Uluibau)) -> Fijian
abvd_1769,fiji1243,manual:Fijian dialect (Fijian (Verata; Nasēsara)) -> Fijian
abvd_1751,fiji1243,manual:Fijian dialect (Fijian (Vanualevuiloma; Tamonibuca)) -> Fijian
abvd_1787,fiji1243,manual:Fijian dialect (Fijian (Wainibuka; Bureivanua)) -> Fijian
abvd_1721,fiji1243,manual:Fijian dialect (Fijian (Wainibuka; Nalawa)) -> Fijian
abvd_1887,fiji1243,manual:Fijian dialect (Fijian (Tailevu; Mokani)) -> Fijian
abvd_1905,fiji1243,manual:Fijian dialect (Fijian (Wainibuka; Nakuailava)) -> Fijian
abvd_1994,fiji1243,manual:Fijian dialect (Fijian (Wainibuka; Saivou)) -> Fijian
abvd_1745,fiji1243,manual:Fijian dialect (Fijian (Verata; Bureta)) -> Fijian
abvd_2015,fiji1243,manual:Fijian dialect (Fijian (Verata; Moturiki)) -> Fijian
abvd_1875,fiji1243,manual:Fijian dialect (Fijian (Verata; Naicabecabe)) -> Fijian
abvd_1773,fiji1243,manual:Fijian dialect (Fijian (Verata; Nasinu)) -> Fijian
abvd_2013,fiji1243,manual:Fijian dialect (Fijian (Wainimala; Nasalia)) -> Fijian
abvd_1856,fiji1243,manual:Fijian dialect (Fijian (Ovalau; Gavo)) -> Fijian
abvd_2030,fiji1243,manual:Fijian dialect (Fijian (Tailevu; Nāmata)) -> Fijian
abvd_1816,fiji1243,manual:Fijian dialect (Fijian (Vanualevuicake; Batinikama)) -> Fijian
