Language_ID,Glottocode,Notes
wikt_okm,midd1372,manual:Middle Korean
wikt_oko,kore1284,manual:Old Korean -> Koreanic
wikt_xwo,kalm1243,manual:Written Oirat -> Oirad-Kalmyk-Darkhat
wikt_pgl,prim1243,manual:Primitive Irish
wikt_nwy,nott1245,manual:Nottoway-Meherrin
wikt_mul,book1242,manual:Translingual -> Bookkeeping
wikt_gkm,medi1251,manual:Medieval Greek
wikt_lod,west2564,manual:Berawan -> West Berawan
wikt_fa-cls,west2369,manual:Classical Persian -> Western Farsi
wikt_roa-opt,oldp1257,manual:Old Galician-Portuguese -> Old Portuguese
wikt_roa-tar,napo1241,manual:Tarantino -> Neapolitan
wikt_roa-gal,gall1275,manual:Gallo
wikt_roa-leo,leon1250,manual:Leonese
wikt_roa-brg,burg1252,manual:Bourguignon -> Burgundian
wikt_roa-cha,lorr1242,manual:Champenois -> Lorrain Roman
wikt_roa-poi,poit1240,manual:Poitevin-Saintongeais -> Poitevin
wikt_roa-lor,lorr1242,manual:Lorrain -> Lorrain Roman
wikt_roa-ole,leon1250,manual:Old Leonese -> Leonese
wikt_roa-fcm,fran1268,manual:Franc-Comtois -> Franche-Comtois
wikt_roa-ona,nava1243,manual:Old Navarro-Aragonese -> Navarro-Aragonese
wikt_roa-bbn,berr1241,manual:Bourbonnais-Berrichon -> Berrichon
wikt_roa-ang,ange1235,manual:Angevin
wikt_roa-gis,sici1248,manual:Gallo-Italic of Sicily -> Sicilian
wikt_pt-br,braz1246,manual:Brazilian Portuguese
wikt_pt-pt,port1283,manual:European Portuguese -> Portuguese
wikt_nan-tws,chao1238,manual:Teochew -> Chaozhou
wikt_nan-xia,minn1241,manual:Xiamen -> Min Nan Chinese
wikt_cmn-ear,mand1415,manual:Early Mandarin -> Mandarin Chinese
wikt_sel-nor,nort2704,manual:Northern Selkup
wikt_sel-sou,sout3260,manual:Southern Selkup
wikt_gmq-osw,swed1254,manual:Old Swedish -> Swedish
wikt_gmq-scy,swed1254,manual:Scanian -> Swedish
wikt_gmq-gut,swed1254,manual:Gutnish -> Swedish
wikt_gmq-jmk,swed1254,manual:Jamtish -> Swedish
wikt_gmq-mno,norw1258,manual:Middle Norwegian -> Norwegian
wikt_gmq-pro,prot1256,manual:Proto-Norse
wikt_gmw-cfr,stan1295,manual:Central Franconian -> German
wikt_gmw-jdt,dutc1256,manual:Jersey Dutch -> Dutch
wikt_gmw-gts,stan1295,manual:Gottscheerish -> German
wikt_gmw-msc,scot1243,manual:Middle Scots -> Scots
wikt_gmw-stm,stan1295,manual:Sathmar Swabian -> German
wikt_gmw-tsx,stan1295,manual:Transylvanian Saxon -> German
wikt_gmw-vog,stan1295,manual:Volga German -> German
wikt_grk-cal,gree1271,manual:Calabrian Greek -> Griko
wikt_grk-ita,gree1271,manual:Italiot Greek -> Griko
wikt_grk-mar,nucl1300,manual:Mariupol Greek -> Modern Greek
wikt_el-crt,nucl1300,manual:Cretan Greek -> Modern Greek
wikt_el-kth,nucl1300,manual:Katharevousa -> Modern Greek
wikt_grc-koi,nucl1300,manual:Koine Greek -> Modern Greek
wikt_de-AT,stan1295,manual:Austrian German -> German
wikt_de-CH,stan1295,manual:Swiss German -> German
wikt_cel-gau,tran1289,manual:Gaulish -> Transalpine Gaulish
wikt_kca-eas,surg1248,manual:Eastern Khanty -> Surgut Khanty
wikt_kca-nor,nort2672,manual:Northern Khanty -> Kazym Khanty
wikt_khi-kun,kung1259,manual:ǃKung -> Kung-Ekoka
wikt_inc-ash,pali1273,manual:Ashokan Prakrit -> Pali
wikt_inc-apa,pali1273,manual:Apabhramsa -> Pali
wikt_inc-oas,assa1263,manual:Early Assamese -> Assamese
wikt_inc-mas,assa1263,manual:Middle Assamese -> Assamese
wikt_inc-obn,beng1280,manual:Old Bengali -> Bengali
wikt_inc-ohi,hind1269,manual:Old Hindi -> Hindi
wikt_inc-opa,panj1256,manual:Old Punjabi -> Punjabi
wikt_iro-min,sene1264,manual:Mingo -> Seneca
wikt_ko-ear,midd1372,manual:Early Modern Korean -> Middle Korean
wikt_lzh-lit,liti1234,manual:Literary Chinese
wikt_map-bms,java1254,manual:Banyumasan -> Javanese
wikt_mkh-mvi,viet1252,manual:Middle Vietnamese -> Vietnamese
wikt_pra-mah,pali1273,manual:Maharashtri Prakrit -> Pali
wikt_poz-sml,stan1306,manual:Sarawak Malay -> Standard Malay
wikt_poz-ter,stan1306,manual:Terengganu Malay -> Standard Malay
wikt_qwe-kch,chim1302,manual:Kichwa -> Chimborazo Highland Quichua
wikt_sgh-bar,bart1238,manual:Bartangi
wikt_sgh-oro,rosh1239,manual:Oroshori -> Roshorvi
wikt_sit-bok,boka1249,manual:Bokar
wikt_egx-dem,demo1255,manual:Demotic Egyptian -> Demotic
wikt_sem-srb,saba1265,manual:Old South Arabian -> Sabaic
wikt_sem-saf,safa1244,manual:Safaitic
wikt_la-ecc,lati1261,manual:Ecclesiastical Latin -> Latin
wikt_trk-oat,nucl1301,manual:Old Anatolian Turkish -> Turkish
wikt_trk-dkh,tuvi1240,manual:Dukha -> Tuvinian
wikt_tuw-sol,even1260,manual:Solon -> Even
wikt_tuw-bal,even1259,manual:Bala -> Evenki
wikt_tuw-kkl,even1259,manual:Kyakala -> Evenki
wikt_urj-kya,komi1269,manual:Komi Yazva -> Komi-Permyak
wikt_urj-koo,komi1268,manual:Old Komi -> Komi-Zyrian
wikt_xgn-mgl,huzh1238,manual:Monguor -> Mongghul
wikt_xme-ker,west2369,manual:Kermanic -> Western Farsi
wikt_xme-old,west2369,manual:Old Median -> Western Farsi
wikt_xme-ott,west2369,manual:Old Tati -> Western Farsi
wikt_esx-ink,pola1254,manual:Inuktun -> Polar Eskimo
wikt_jpx-hcj,hach1239,manual:Hachijō
wikt_dra-bry,tulu1258,manual:Beary -> Tulu
wikt_crp-kia,stan1295,manual:Kiautschou German Pidgin -> German
wikt_crp-mar,srna1246,manual:Maroon Spirit Language -> Sranan Tongo
wikt_omq-sjq,chat1265,manual:San Juan Quiahije Chatino -> Chatino
wikt_omq-tel,mixt1422,manual:Teposcolula Mixtec -> Mixtec
wikt_nai-kum,ipai1240,manual:Kumeyaay -> Ipai
wikt_nai-tip,ipai1240,manual:Tipai -> Ipai
wikt_nai-sin,tzot1259,manual:Zinacantán -> Tzotzil
wikt_nai-spt,yaki1242,manual:Sahaptin -> Yakima
wikt_nai-taw,cree1261,manual:Tawasa -> Creek
wikt_nai-chi,xink1234,manual:Chiquimulilla -> Xinca
wikt_nai-cig,book1242,manual:Ciguayo -> Bookkeeping
wikt_nai-guz,xink1234,manual:Guazacapán -> Xinca
wikt_nai-jtp,xink1234,manual:Jutiapa -> Xinca
wikt_nai-jum,xink1234,manual:Jumaytepeque -> Xinca
wikt_paa-kmn,komn1238,manual:Kómnzo
wikt_paa-nun,yau1254,manual:Nungon -> Yau
wikt_phi-din,case1246,manual:Dinapigue Agta -> Casiguran Agta
wikt_phi-nag,case1246,manual:Nagtipunan Agta -> Casiguran Agta
wikt_tbq-gkh,bodo1269,manual:Gokhy -> Bodo
wikt_tbq-mor,dima1251,manual:Moran -> Dimasa
wikt_alv-ama,gwar1240,manual:Amasi -> Gwara
wikt_arc-bib,impe1235,manual:Biblical Aramaic -> Imperial Aramaic
wikt_arc-cpa,impe1235,manual:Christian Palestinian Aramaic -> Imperial Aramaic
wikt_arc-jla,impe1235,manual:Jewish Literary Aramaic -> Imperial Aramaic
wikt_awd-ama,araw1281,manual:Amarizana -> Arawakan
wikt_awd-kaw,araw1281,manual:Kawishana -> Arawakan
wikt_awd-mpr,araw1281,manual:Maipure -> Arawakan
wikt_awd-pai,araw1281,manual:Paikoneka -> Arawakan
wikt_bnt-bwa,bant1294,manual:Bwala -> Narrow Bantu
wikt_bnt-mpu,bant1294,manual:Mpuono -> Narrow Bantu
wikt_cba-ata,chib1249,manual:Atanques -> Chibchan
wikt_cba-cat,chib1249,manual:Catío Chibcha -> Chibchan
wikt_cba-nut,chib1249,manual:Nutabe -> Chibchan
wikt_cug,bant1294,manual:Cung -> Narrow Bantu
wikt_gji,waja1256,manual:Geji -> Waja
wikt_ims,osca1244,manual:Marsian -> Oscan
wikt_lng,germ1287,manual:Lombardic -> Germanic
wikt_mis-mmd,book1242,manual:Mimi of Decorse -> Bookkeeping
wikt_mis-mmn,book1242,manual:Mimi of Nachtigal -> Bookkeeping
wikt_mis-rou,mong1349,manual:Rouran -> Mongolic-Khitan
wikt_mis-tuo,mong1349,manual:Tuoba -> Mongolic-Khitan
wikt_plj,sout2837,manual:Polci -> South Bauchi
wikt_poz-abi,dusa1237,manual:Abai -> Dusunic
wikt_sai-ayo,book1242,manual:Ayomán -> Bookkeeping
wikt_sai-bet,sali1253,manual:Betoi -> Sáliba
wikt_sai-cac,book1242,manual:Cacán -> Bookkeeping
wikt_sai-cat,sech1236,manual:Catacao -> Sechura-Catacao
wikt_sai-chi,book1242,manual:Chirino -> Bookkeeping
wikt_sai-chp,chap1271,manual:Chapacura -> Chapacuran
wikt_sai-chr,char1238,manual:Charrua -> Charruan
wikt_sai-chu,book1242,manual:Churuya -> Bookkeeping
wikt_sai-col,sech1236,manual:Colán -> Sechura-Catacao
wikt_sai-cop,book1242,manual:Copallén -> Bookkeeping
wikt_sai-crd,puri1261,manual:Coroado Puri -> Puri
wikt_sai-ctq,book1242,manual:Catuquinaru -> Bookkeeping
wikt_sai-esm,book1242,manual:Esmeralda -> Bookkeeping
wikt_sai-gay,book1242,manual:Gayón -> Bookkeeping
wikt_sai-jrj,jira1235,manual:Jirajara -> Jirajaran
wikt_sai-mal,book1242,manual:Malalí -> Bookkeeping
wikt_sai-mat,book1242,manual:Matanawi -> Bookkeeping
wikt_sai-msk,masa1321,manual:Masakará
wikt_sai-muc,book1242,manual:Mucuchí -> Bookkeeping
wikt_sai-opo,book1242,manual:Opón -> Bookkeeping
wikt_sai-pam,book1242,manual:Pamigua -> Bookkeeping
wikt_sai-pur,cari1283,manual:Purukotó -> Cariban
wikt_sai-pyg,paya1236,manual:Payaguá
wikt_sai-pyk,gavi1246,manual:Pykobjê -> Gavião do Maranhão
wikt_sai-qtm,book1242,manual:Quitemo -> Bookkeeping
wikt_sai-sac,book1242,manual:Sácata -> Bookkeeping
wikt_sai-sap,book1242,manual:Sapará -> Bookkeeping
wikt_sai-sec,sech1236,manual:Sechura -> Sechura-Catacao
wikt_sai-tab,book1242,manual:Tabancale -> Bookkeeping
wikt_sai-tap,tapu1241,manual:Tapayuna
wikt_sai-tim,book1242,manual:Timote -> Bookkeeping
wikt_sai-trr,book1242,manual:Tarairiú -> Bookkeeping
wikt_sai-wnm,book1242,manual:Wanham -> Bookkeeping
wikt_umc,osca1244,manual:Marrucinian -> Oscan
wikt_uun,paze1234,manual:Pazeh
wikt_wky,pama1256,manual:Wangkayutyuru -> Pama-Nyungan
wikt_xin,xink1234,manual:Xinca
wikt_xvn,germ1287,manual:Vandalic -> Germanic
wikt_xvs,osca1244,manual:Vestinian -> Oscan
wikt_ath-pro,atha1245,manual:Proto-Athabaskan -> Athabaskan
wikt_cel-bry-pro,bryt1239,manual:Proto-Brythonic -> Brythonic
wikt_cel-pro,celt1248,manual:Proto-Celtic -> Celtic
wikt_cmc-pro,cham1330,manual:Proto-Chamic -> Chamic
wikt_dra-pro,drav1251,manual:Proto-Dravidian -> Dravidian
wikt_fiu-fin-pro,finn1317,manual:Proto-Finnic -> Finnic
wikt_gem-pro,germ1287,manual:Proto-Germanic -> Germanic
wikt_gmw-pro,west2793,manual:Proto-West Germanic -> West Germanic
wikt_grk-pro,gree1276,manual:Proto-Hellenic -> Greek
wikt_iir-pro,indo1321,manual:Proto-Indo-Iranian -> Indo-Iranian
wikt_inc-pro,indo1321,manual:Proto-Indo-Aryan -> Indo-Iranian
wikt_ine-bsl-pro,balt1263,manual:Proto-Balto-Slavic -> Balto-Slavic
wikt_ine-pro,indo1319,manual:Proto-Indo-European -> Indo-European
wikt_ine-toc-pro,toch1243,manual:Proto-Tocharian -> Tocharian
wikt_ira-pro,iran1269,manual:Proto-Iranian -> Iranian
wikt_itc-pro,ital1284,manual:Proto-Italic -> Italic
wikt_jpx-pro,japo1237,manual:Proto-Japonic -> Japonic
wikt_map-pro,aust1307,manual:Proto-Austronesian -> Austronesian
wikt_mkh-pro,aust1305,manual:Proto-Mon-Khmer -> Austroasiatic
wikt_mul-tax-proto,aust1307,manual:Proto-MP -> Austronesian
wikt_nic-pro,atla1278,manual:Proto-Niger-Congo -> Atlantic-Congo
wikt_poz-cet-pro,east2712,manual:Proto-CET -> Eastern Malayo-Polynesian
wikt_poz-oce-pro,ocea1241,manual:Proto-Oceanic -> Oceanic
wikt_poz-pol-pro,poly1242,manual:Proto-Polynesian -> Polynesian
wikt_poz-pro,mala1545,manual:Proto-MP -> Malayo-Polynesian
wikt_roa-pro,roma1334,manual:Proto-Romance -> Romance
wikt_sem-pro,semi1276,manual:Proto-Semitic -> Semitic
wikt_sla-pro,slav1255,manual:Proto-Slavic -> Slavic
wikt_tai-pro,taid1249,manual:Proto-Tai -> Tai
wikt_tbq-pro,sino1245,manual:Proto-Tibeto-Burman -> Sino-Tibetan
wikt_trk-pro,turk1311,manual:Proto-Turkic -> Turkic
wikt_tuw-pro,tung1282,manual:Proto-Tungusic -> Tungusic
wikt_urj-pro,ural1272,manual:Proto-Uralic -> Uralic
wikt_zlw-ocs,czec1258,manual:Old Czech -> Czech
wikt_yok-nvy,yoku1256,manual:Northern Valley Yokuts -> Yokuts
wikt_yok-svy,yoku1256,manual:Southern Valley Yokuts -> Yokuts
wikt_yok-kry,yoku1256,manual:Kings River Yokuts -> Yokuts
diacl_37525,sout1528,manual:Serbo-Croatian -> Serbian-Croatian-Bosnian
diacl_68442,indo1319,manual:Stub Culture Indo-European -> Indo-European
diacl_68496,oldp1256,manual:Old Polish
diacl_35200,gheg1238,manual:Proto-Albanian -> Gheg Albanian
diacl_54850,vulg1234,manual:Vulgar Latin
diacl_44500,awad1243,manual:Old Awadhi -> Awadhi
diacl_53650,late1252,manual:Late Latin
diacl_39900,germ1287,manual:Proto-Germanic -> Germanic
diacl_68419,sino1245,manual:Proto-Tibeto-Burman -> Sino-Tibetan
diacl_47600,arli1239,manual:Romani (Dolenjski) -> Arli-Dolenjski
diacl_46300,vend1246,manual:Romani (Veršend) -> Vend Romani
diacl_48000,arli1239,manual:Romani (Macedonian Džambazi) -> Arli
diacl_48100,gypsy1235,manual:Romani (Sremski Gurbet) -> Romani (Srem)
diacl_54050,oldp1257,manual:Old Portuguese
diacl_68407,medi1250,manual:Medieval Latin
diacl_35900,arme1241,manual:Proto-Armenian -> Armenian
diacl_68421,lolo1265,manual:Proto-Lolo-Burmese -> Lolo-Burmese
diacl_68463,roma1334,manual:Proto-Romance -> Romance
diacl_68428,tang1335,manual:Proto-Tangkhulic -> Tangkhulic
diacl_43400,indo1321,manual:Proto-Indo-Aryan -> Indo-Iranian
diacl_54350,gall1275,manual:Proto-Gallo-Romance -> Gallo
diacl_68422,tani1257,manual:Proto-Tani -> Tani
diacl_68486,swed1254,manual:Old Gutnish -> Swedish
diacl_36700,slav1255,manual:Proto-Slavic -> Slavic
diacl_68458,czec1258,manual:Old Czech -> Czech
diacl_38000,celt1248,manual:Proto-Celtic -> Celtic
diacl_53000,ital1284,manual:Proto-Italic -> Italic
diacl_36200,balt1263,manual:Proto-Balto-Slavic -> Balto-Slavic
diacl_68441,indo1319,manual:Stub proto-form -> Indo-European
diacl_50300,guja1252,manual:Old Gujarati -> Gujarati
diacl_55300,toch1243,manual:Proto-Tocharian -> Tocharian
diacl_68404,indo1321,manual:Proto-Indo-Iranian -> Indo-Iranian
diacl_68495,cata1284,manual:Old Catalan -> Catalan-Valencian-Balear
diacl_68420,kuki1246,manual:Proto-Kuki-Chin -> Kuki-Chin
diacl_40950,dani1285,manual:Old Danish -> Danish
diacl_68424,sino1245,manual:Proto-Sino-Tibetan -> Sino-Tibetan
diacl_50500,iran1269,manual:Proto-Iranian -> Iranian
diacl_68426,nort2731,manual:Proto-Northern-Naga -> Northern Naga
diacl_68427,lolo1265,manual:Proto-Lolish -> Lolo-Burmese
diacl_68425,anga1289,manual:Proto-Central-Naga -> Angami-Pochuri
diacl_68430,kare1337,manual:Proto-Karenic -> Karenic
diacl_68431,qian1263,manual:Proto-Qiangic -> Qiangic
diacl_59520,indo1319,manual:Stub PIE Swadesh -> Indo-European
diacl_68464,nort2620,manual:Proto-North-Germanic -> North Germanic
diacl_68455,roma1334,manual:Proto-Ibero-Romance -> Romance
diacl_55900,sout2827,manual:Proto-Southern Jê -> Southern Jê
diacl_68465,sout2780,manual:Proto-South-Slavic -> South Slavic
diacl_68459,bryt1239,manual:Proto-Brythonic -> Brythonic
diacl_43950,sans1269,manual:Buddhist Hybrid Sanskrit -> Sanskrit
ids_818,khmu1256,manual:Tho Mun -> Khmu
ids_824,phut1247,manual:Phu Tho M -> Phu Thai
ids_821,tulu1258,manual:TUL -> Tulu
ids_831,sann1238,manual:SAN -> San
ids_806,mang1378,manual:Mang'an B. -> Mangyan
csd_wi,hoch1243,manual:Hoocąk -> Ho-Chunk
csd_ks,kans1243,manual:Kanza/Kaw -> Kansa
csd_ch,iowa1245,manual:Chiwere -> Iowa-Oto
csd_pmv,miss1254,manual:Proto-Mississippi Valley
csd_psi,siou1252,manual:Proto-Siouan
csd_pdh,dheg1241,manual:Proto-Dhegiha
csd_pda,dako1258,manual:Proto-Dakota -> Dakota
csd_pwc,iowa1245,manual:Proto-Hoocąk-Chiwere -> Iowa-Oto
csd_pch,crow1244,manual:Proto-Crow-Hidatsa -> Crow
csd_mo,miss1249,manual:Missouria
csd_ot,iowa1245,manual:Otoe -> Iowa-Oto
csd_pn,ponc1241,manual:Ponca
csd_om,omah1248,manual:Omaha
csd_ya,nako1239,manual:Yanktonai -> Yankton-Yanktonai
csd_sv,dako1258,manual:Sioux Valley -> Dakota
csd_pma,mand1446,manual:Pre-Mandan -> Mandan
csd_pbo,bilo1248,manual:Proto-Biloxi-Ofo -> Biloxi
csd_pse,siou1252,manual:Proto-Southeastern -> Siouan
csd_psc,cata1285,manual:Proto-Siouan-Catawba -> Catawban
csd_pca,cata1286,manual:Proto-Catawba -> Catawba
csd_pts,tute1247,manual:Proto-Tutelo-Saponi -> Tutelo
acd_19094,mala1545,manual:Proto-Western MP -> Malayo-Polynesian
acd_19074,east2712,manual:Proto-CET MP -> Eastern Malayo-Polynesian
acd_19076,cent2249,manual:Proto-Central MP -> Central Malayo-Polynesian
acd_19083,phil1253,manual:Proto-Philippines -> Philippine
acd_19092,sout2879,manual:Proto-South Sulawesi
acd_19075,cham1330,manual:Proto-Chamic -> Chamic
acd_19187,bung1268,manual:Proto-Bungku-Tolaki
acd_19071,ambo1254,manual:Proto-Ambon -> Ambonic
acd_19449,goro1259,manual:Proto-East Gorontalic
acd_19586,sama1303,manual:Proto-Sama-Bajaw
acd_19088,ambo1254,manual:Proto-Sub-Ambon -> Ambonic
acd_19137,mala1545,manual:Proto-Malayo-Javanic -> Malayo-Polynesian
acd_19090,huon1246,manual:Proto-South-Huon-Gulf -> Huon
acd_19642,ocea1241,manual:Proto-South Hebridean -> Oceanic
acd_19130,east2493,manual:Proto-South Formosan -> East Formosan
acd_19577,aust1307,manual:Proto-South Aru -> Austronesian
acd_787,stan1306,manual:Malay (Borneo) -> Standard Malay
acd_20004,aust1307,manual:Formosan -> Austronesian
tuled_OldGuarani,oldp1258,manual:Old Guaraní -> Old Guarani
tuled_Tenharim,nucl1663,manual:Tenharim
tuled_Uruku,suru1262,manual:Uruku -> Suruí do Tocantins
tuled_AcuaTupi,tupi1274,manual:Açuã Tupi -> Tupi
tuled_LGAXVIII,tupi1274,manual:LGA XVIII -> Tupinambá
tuled_Kampe,tupi1275,manual:Kampe -> Tupian
tuled_Matanau,tupi1275,manual:Matanau -> Tupian
tuled_Ramarama,rama1271,manual:Ramarama
tuled_Wirafed,tupi1275,manual:Wirafed -> Tupian
tuled_NtogapidItogapuk,tupi1275,manual:Ntogapid-Itogapuk -> Tupian
tuled_Karipuna,kari1309,manual:Karipuna -> Karipuna do Amapá
tuled_MaweNatterer,sate1243,manual:Mawé Natterer -> Sateré-Mawé
tuled_Apapokuva,mbya1239,manual:Apapokuva -> Mbyá Guaraní
tuled_Kabanae,tupi1275,manual:Kabanae -> Tupian
tuled_ApiakaNatterer,apia1247,manual:Apiaka Natterer -> Apiaka-Tocantins
tuled_MundurukuNatterer,mund1330,manual:Mundurukú Natterer -> Munduruku
tuled_Piripkura,tupi1275,manual:Piripkura -> Tupian
tuled_ProtoTupi,tupi1275,manual:Proto-Tupi -> Tupian
tuled_ProtoTupiGuarani,tupi1276,manual:Proto-Tupi-Guarani -> Tupi-Guarani
tuled_Arawine,tupi1275,manual:Arawine -> Tupian
kahd_ProtoArawan,araw1282,manual:Proto-Arawan -> Arawan
kahd_KatukinaBia,katu1273,manual:KatukinaBiá -> Katukina-Kanamarí
hillburmish_AchangLongchuan,acha1249,manual:Achang Longchuan
hillburmish_Atsi,zaiw1241,manual:Atsi -> Zaiwa
hillburmish_ProtoBurmish,burm1266,manual:Proto-Burmish -> Burmish
hillburmish_Xiandao,xian1249,manual:Xiandao
hillburmish_Rangoon,nucl1310,manual:Rangoon Burmese -> Burmese
yangyi_Ghomozo,nosu1244,manual:Ghomozo -> Nosu
yangyi_EDiaocao,nosu1244,manual:E-Diaocao -> Nosu
yangyi_EHoushan,nosu1244,manual:E-Houshan -> Nosu
yangyi_ETaoshu,nosu1244,manual:E-Taoshu -> Nosu
yangyi_SEGaoping,nosu1244,manual:SE-Gaoping -> Nosu
yangyi_Noso,nosu1244,manual:Noso -> Nosu
yangyi_Nise,niso1234,manual:Nise -> Nisoid
yangyi_LopeAwuChen2010,west2503,manual:Lope (Awu) -> Western Lalu
yangyi_LopeAwuYYFC1983,west2503,manual:Lope (Awu)2 -> Western Lalu
yangyi_Lidim,sout3210,manual:Lidim -> Southern Lalo
yanglalo_ProtoLalo,lalo1240,manual:Proto-Lalo -> Lalo
robbeetstriangulation_Oirat,kalm1243,manual:Oirat -> Oirad-Kalmyk-Darkhat
robbeetstriangulation_MiddleMongolianMuqaddimataladab,midd1351,manual:Middle Mongolian (Muqaddimat)
robbeetstriangulation_MiddleMongolianSecretHistory,midd1351,manual:Middle Mongolian (Secret History)
robbeetstriangulation_EasternEvenki,even1259,manual:Eastern Evenki -> Evenki
savelyevturkic_CodexCumanicus,cuma1241,manual:Codex Cumanicus -> Cuman
smithborneo_PKM,keny1244,manual:PKM -> Kenyah
mcd_protoeasternoceanic,ocea1241,manual:Proto-Eastern Oceanic -> Oceanic
mcd_protowesternmalayopolynesian,mala1545,manual:Proto-Western MP
mcd_protokimbe,bali1280,manual:Proto-Kimbe -> Bali-Vitu
oliveiraprotopanoan_Proto-Panoan,pano1256,manual:Proto-Panoan -> Panoan
transnewguineaorg_proto-north-adelbert,nucl1580,manual:Proto-North-Adelbert
transnewguineaorg_magi-musak,musa1266,manual:Magɨ -> Musak
transnewguineaorg_unknown1,kono1269,manual:Unknown -> Konomala
transnewguineaorg_proto-central-sogeram,soge1235,manual:Proto-Central-Sogeram
transnewguineaorg_proto-pihom,nucl1580,manual:Proto-Pihom
transnewguineaorg_proto-eleman-koriki,elem1253,manual:Proto-Eleman-Koriki
transnewguineaorg_proto-isumrud,nucl1580,manual:Proto-Isumrud
transnewguineaorg_proto-sub-rai,nucl1580,manual:Proto-Sub-Rai
beidazihui_ZhongyuanYinyun,mand1415,manual:Zhongyuan Yinyun -> Mandarin Chinese
chenhmongmien_WesternQiandong,nort2747,manual:Qiandong West -> N Qiandong Miao
schuesslerhanchinese_LateHanChinese,late1251,manual:Late Han Chinese
wangbai_ProtoBai,macr1275,manual:Proto-Bai -> Macro-Bai
wangbai_Mazhelong,cent2307,manual:Mazhelong -> Central Bai
wangbai_Gongxing,sout3256,manual:Gongxing -> Southern Bai
wangbai_Jinxing,cent2307,manual:Jinxing -> Central Bai
wangbai_Dashi,nort2755,manual:Dashi -> Northern Bai
seifartecheverriboran_PBoM,bora1263,manual:Proto-Bora-Muinane -> Boran
yamfinder_kema,kema1245,manual:Kema
gerarditupi_ProtoTupiGuarani,tupi1276,manual:Proto-Tupi-Guarani
gerarditupi_WayampiJ,waya1270,manual:Wayampí J -> Wayampi
leejaponic_MiddleJapanese,japo1237,manual:Middle Japanese -> Japonic
leekoreanic_OldKorean,kore1284,manual:Old Korean -> Koreanic
leekoreanic_Gangwon,kore1280,manual:Gangwon -> Korean
leekoreanic_Kyuusyuu,japo1237,manual:Kyuusyuu -> Japonic
servamalagasy_NorthwesternMalagasy,plat1254,manual:NW Malagasy -> Plateau Malagasy
servamalagasy_ProtoMalagasy,mala1537,manual:Proto-Malagasy -> Malagasy
servamalagasy_BetsimisarakaFenoarivo-Est,nort2890,manual:Betsimisaraka -> N Betsimisaraka Malagasy
servamalagasy_AntandroyAmbovombe,mala1537,manual:Antandroy -> Malagasy
pachechibchan_ProtoLencan,lenc1239,manual:Proto-Lencan -> Lencan
pachechibchan_ProtoMisumalpan,misu1242,manual:Proto-Misumalpan -> Misumalpan
pachechibchan_Chumulu,chib1249,manual:Chumulu -> Chibchan
pachechibchan_Gualaca,chib1249,manual:Gualaca -> Chibchan
hruschkaturkic_ProtoTurkic,turk1311,manual:Proto-Turkic -> Turkic
hruschkaturkic_MiddleTurkic,turk1311,manual:Middle Turkic -> Turkic
hruschkaturkic_TOF,tofa1248,manual:Tofalar -> Tofa
hruschkaturkic_SJG,west2402,manual:Sary-Yughur -> West Yugur
deepadungpalaung_ProtoDeangPalaung,pala1348,manual:Proto-Deang-Palaung -> Palaungic
deepadungpalaung_ChaYeQing,ruma1248,manual:Cha Ye Qing -> Rumai Palaung
zhoubizic_ProtoBizic,bant1286,manual:Proto-Bizic -> Bantoid
walkerarawakan_ProtoArawakan,araw1281,manual:Proto-Arawakan -> Arawakan
walkerarawakan_Karutana,tari1256,manual:Karutana -> Tariana
mixezoqueanvoices_ProtoMixeZoque,mixe1284,manual:Proto-Mixe-Zoque
mixezoqueanvoices_Nizaviguiti,olut1240,manual:Nizaviguiti -> Oluta Popoluca
chingelong_ProtoGelong,laha1254,manual:Proto-Gelong -> Lahuli
chingelong_Gelong,laha1254,manual:Gelong -> Lahuli
huntergatherer_245,ayop1234,manual:7eqenem'u -> Ayoreo
tolmiebritishcolumbia_Chinuk,chin1262,manual:Chinuk -> Chinook Jargon
tolmiebritishcolumbia_Tinne-Nakoontloon,atha1245,manual:Tinnē -> Athabaskan
tls_GoldenMongolian,midd1351,manual:Golden Mongolian -> Middle Mongol
tls_Munyarwand,even1259,manual:Munyarwand -> Evenki
kleinewillinghoeferbikwinjen_Joole,karo1305,manual:Joole -> Karon
lamanisoic_Nishu,nort3295,manual:Nishu -> Northern Nisu
lamanisoic_Niesu,sout2728,manual:Niesu -> Southern Qiang
crossandean_Chacpar,quec1387,manual:Chavín -> Quechuan
crossandean_Taquile,quec1387,manual:Taquile -> Quechuan
crossandean_Huancane,quec1387,manual:Huancané -> Quechuan
crossandean_Anonimo,quec1387,manual:Anónimo -> Quechuan
crossandean_CuzquenoAntiguo,cusc1236,manual:Cuzqueño Antiguo -> Cusco Quechua
crossandean_Sullkatiti,quec1387,manual:Sullkatiti -> Quechuan
crossandean_Puki,quec1387,manual:Puki -> Quechuan
crossandean_Bobonaza,quec1387,manual:Bobonaza -> Quechuan
crossandean_Wari,quec1387,manual:Huari -> Quechuan
crossandean_Raimondi,quec1387,manual:Antonio Raimondi -> Quechuan
backstromnorthernpakistan_KachuraJel,shin1264,manual:Kachura (Jel) -> Shina
