Grapheme	IPA	notes
a	a	
b	b	
c	t̠ʃ	affricate (FLAG)
d	d	
e	e	
g	ɡ	
h	h	
i	i	
j	d̠ʒ	
k	k	
l	l	
m	m	
n	n	
o	o	
p	p	
r	r	
s	s	
t	t	
u	u	
w	w	
x	x	
y	j	
z	z	
ā	aː	
ē	eː	
ī	iː	
ō	oː	
ū	uː	
